"Method Name",MLOC
javax.imageio.ImageWriter#getDefaultStreamMetadata(javax.imageio.ImageWriteParam),2
javax.imageio.ImageWriter#getDefaultImageMetadata(javax.imageio.ImageTypeSpecifier javax.imageio.ImageWriteParam),3
javax.imageio.ImageWriter#convertStreamMetadata(javax.imageio.metadata.IIOMetadata javax.imageio.ImageWriteParam),2
javax.imageio.ImageWriter#convertImageMetadata(javax.imageio.metadata.IIOMetadata javax.imageio.ImageTypeSpecifier javax.imageio.ImageWriteParam),4
javax.imageio.ImageWriter#getNumThumbnailsSupported(javax.imageio.ImageTypeSpecifier javax.imageio.ImageWriteParam javax.imageio.metadata.IIOMetadata javax.imageio.metadata.IIOMetadata),6
javax.imageio.ImageWriter#getPreferredThumbnailSizes(javax.imageio.ImageTypeSpecifier javax.imageio.ImageWriteParam javax.imageio.metadata.IIOMetadata javax.imageio.metadata.IIOMetadata),6
javax.imageio.ImageWriter#canWriteRasters(),3
javax.imageio.ImageWriter#write(javax.imageio.metadata.IIOMetadata javax.imageio.IIOImage javax.imageio.ImageWriteParam),3
javax.imageio.ImageWriter#write(javax.imageio.IIOImage),3
javax.imageio.ImageWriter#write(java.awt.image.RenderedImage),3
javax.imageio.ImageWriter#unsupported(),6
javax.imageio.ImageWriter#canWriteSequence(),3
javax.imageio.ImageWriter#prepareWriteSequence(javax.imageio.metadata.IIOMetadata),4
javax.imageio.ImageWriter#writeToSequence(javax.imageio.IIOImage javax.imageio.ImageWriteParam),4
javax.imageio.ImageWriter#endWriteSequence(),3
javax.imageio.ImageWriter#canReplaceStreamMetadata(),6
javax.imageio.ImageWriter#replaceStreamMetadata(javax.imageio.metadata.IIOMetadata),4
javax.imageio.ImageWriter#canReplaceImageMetadata(int),7
javax.imageio.ImageWriter#replaceImageMetadata(int javax.imageio.metadata.IIOMetadata),5
javax.imageio.ImageWriter#canInsertImage(int),6
javax.imageio.ImageWriter#writeInsert(int javax.imageio.IIOImage javax.imageio.ImageWriteParam),5
javax.imageio.ImageWriter#canRemoveImage(int),6
javax.imageio.ImageWriter#removeImage(int),3
javax.imageio.ImageWriter#canWriteEmpty(),6
javax.imageio.ImageWriter#prepareWriteEmpty(javax.imageio.metadata.IIOMetadata javax.imageio.ImageTypeSpecifier int int javax.imageio.metadata.IIOMetadata java.util.List<java.awt.image.BufferedImage> javax.imageio.ImageWriteParam),8
javax.imageio.ImageWriter#endWriteEmpty(),6
javax.imageio.ImageWriter#canInsertEmpty(int),6
javax.imageio.ImageWriter#prepareInsertEmpty(int javax.imageio.ImageTypeSpecifier int int javax.imageio.metadata.IIOMetadata java.util.List<java.awt.image.BufferedImage> javax.imageio.ImageWriteParam),8
javax.imageio.ImageWriter#endInsertEmpty(),3
javax.imageio.ImageWriter#canReplacePixels(int),6
javax.imageio.ImageWriter#prepareReplacePixels(int java.awt.Rectangle),4
javax.imageio.ImageWriter#replacePixels(java.awt.image.RenderedImage javax.imageio.ImageWriteParam),4
javax.imageio.ImageWriter#replacePixels(java.awt.image.Raster javax.imageio.ImageWriteParam),4
javax.imageio.ImageWriter#endReplacePixels(),3
javax.imageio.ImageWriter#abort(),3
javax.imageio.ImageWriter#abortRequested(),3
javax.imageio.ImageWriter#clearAbortRequest(),3
javax.imageio.ImageWriter#addIIOWriteWarningListener(javax.imageio.event.IIOWriteWarningListener),7
javax.imageio.ImageWriter#removeIIOWriteWarningListener(javax.imageio.event.IIOWriteWarningListener),15
javax.imageio.ImageWriter#removeAllIIOWriteWarningListeners(),4
javax.imageio.ImageWriter#addIIOWriteProgressListener(javax.imageio.event.IIOWriteProgressListener),7
javax.imageio.ImageWriter#removeIIOWriteProgressListener(javax.imageio.event.IIOWriteProgressListener),8
javax.imageio.ImageWriter#removeAllIIOWriteProgressListeners(),3
javax.imageio.ImageWriter#processImageStarted(int),11
javax.imageio.ImageWriter#processImageProgress(float),11
javax.imageio.ImageWriter#processImageComplete(),11
javax.imageio.ImageWriter#processThumbnailStarted(int int),12
javax.imageio.ImageWriter#processThumbnailProgress(float),11
javax.imageio.ImageWriter#processThumbnailComplete(),11
javax.imageio.ImageWriter#processWriteAborted(),11
javax.imageio.ImageWriter#processWarningOccurred(int java.lang.String),16
javax.imageio.ImageWriter#processWarningOccurred(int java.lang.String java.lang.String),60
javax.imageio.ImageWriter#reset(),7
javax.imageio.ImageWriter#dispose(),2
javax.imageio.ImageIO.CacheInfo#getUseCache(),3
javax.imageio.ImageIO.CacheInfo#setUseCache(boolean),3
javax.imageio.ImageIO.CacheInfo#getCacheDirectory(),3
javax.imageio.ImageIO.CacheInfo#setCacheDirectory(java.io.File),3
javax.imageio.ImageIO.CacheInfo#getHasPermission(),3
javax.imageio.ImageIO.CacheInfo#setHasPermission(java.lang.Boolean),3
javax.imageio.ImageIO.CanDecodeInputFilter#filter(java.lang.Object),25
javax.imageio.ImageIO.CanEncodeImageAndFormatFilter#filter(java.lang.Object),5
javax.imageio.ImageIO.ContainsFilter#filter(java.lang.Object),7
javax.imageio.ImageIO.ImageReaderIterator#hasNext(),3
javax.imageio.ImageIO.ImageReaderIterator#next(),12
javax.imageio.ImageIO.ImageReaderIterator#remove(),3
javax.imageio.ImageIO.ImageTranscoderIterator#hasNext(),3
javax.imageio.ImageIO.ImageTranscoderIterator#next(),5
javax.imageio.ImageIO.ImageTranscoderIterator#remove(),3
javax.imageio.ImageIO.ImageWriterIterator#hasNext(),3
javax.imageio.ImageIO.ImageWriterIterator#next(),11
javax.imageio.ImageIO.ImageWriterIterator#remove(),3
javax.imageio.ImageIO.SpiInfo#info(javax.imageio.spi.ImageReaderWriterSpi),1
javax.imageio.ImageIO.TranscoderFilter#filter(java.lang.Object),7
javax.imageio.ImageIO.SpiInfo.SpiInfo$1#info(javax.imageio.spi.ImageReaderWriterSpi),4
javax.imageio.ImageIO.SpiInfo.SpiInfo$2#info(javax.imageio.spi.ImageReaderWriterSpi),4
javax.imageio.ImageIO.SpiInfo.SpiInfo$3#info(javax.imageio.spi.ImageReaderWriterSpi),4
javax.imageio.ImageReader.1#run(),3
javax.imageio.ImageTypeSpecifier.Banded#equals(java.lang.Object),32
javax.imageio.ImageTypeSpecifier.Banded#hashCode(),7
javax.imageio.ImageTypeSpecifier.Interleaved#equals(java.lang.Object),25
javax.imageio.ImageTypeSpecifier.Interleaved#hashCode(),6
javax.imageio.ImageWriter.1#run(),3
javax.imageio.event.IIOReadProgressListener#sequenceStarted(javax.imageio.ImageReader int),1
javax.imageio.event.IIOReadProgressListener#sequenceComplete(javax.imageio.ImageReader),1
javax.imageio.event.IIOReadProgressListener#imageStarted(javax.imageio.ImageReader int),1
javax.imageio.event.IIOReadProgressListener#imageProgress(javax.imageio.ImageReader float),1
javax.imageio.event.IIOReadProgressListener#imageComplete(javax.imageio.ImageReader),1
javax.imageio.event.IIOReadProgressListener#thumbnailStarted(javax.imageio.ImageReader int int),2
javax.imageio.event.IIOReadProgressListener#thumbnailProgress(javax.imageio.ImageReader float),1
javax.imageio.event.IIOReadProgressListener#thumbnailComplete(javax.imageio.ImageReader),1
javax.imageio.event.IIOReadProgressListener#readAborted(javax.imageio.ImageReader),1
javax.imageio.event.IIOReadUpdateListener#passStarted(javax.imageio.ImageReader java.awt.image.BufferedImage int int int int int int int int[]),7
javax.imageio.event.IIOReadUpdateListener#imageUpdate(javax.imageio.ImageReader java.awt.image.BufferedImage int int int int int int int[]),6
javax.imageio.event.IIOReadUpdateListener#passComplete(javax.imageio.ImageReader java.awt.image.BufferedImage),1
javax.imageio.event.IIOReadUpdateListener#thumbnailPassStarted(javax.imageio.ImageReader java.awt.image.BufferedImage int int int int int int int int[]),7
javax.imageio.event.IIOReadUpdateListener#thumbnailUpdate(javax.imageio.ImageReader java.awt.image.BufferedImage int int int int int int int[]),6
javax.imageio.event.IIOReadUpdateListener#thumbnailPassComplete(javax.imageio.ImageReader java.awt.image.BufferedImage),1
javax.imageio.event.IIOReadWarningListener#warningOccurred(javax.imageio.ImageReader java.lang.String),1
javax.imageio.event.IIOWriteProgressListener#imageStarted(javax.imageio.ImageWriter int),1
javax.imageio.event.IIOWriteProgressListener#imageProgress(javax.imageio.ImageWriter float),2
javax.imageio.event.IIOWriteProgressListener#imageComplete(javax.imageio.ImageWriter),1
javax.imageio.event.IIOWriteProgressListener#thumbnailStarted(javax.imageio.ImageWriter int int),2
javax.imageio.event.IIOWriteProgressListener#thumbnailProgress(javax.imageio.ImageWriter float),1
javax.imageio.event.IIOWriteProgressListener#thumbnailComplete(javax.imageio.ImageWriter),1
javax.imageio.event.IIOWriteProgressListener#writeAborted(javax.imageio.ImageWriter),1
javax.imageio.event.IIOWriteWarningListener#warningOccurred(javax.imageio.ImageWriter int java.lang.String),3
javax.imageio.metadata.IIOAttr#getName(),3
javax.imageio.metadata.IIOAttr#getNodeName(),3
javax.imageio.metadata.IIOAttr#getNodeType(),3
javax.imageio.metadata.IIOAttr#getSpecified(),3
javax.imageio.metadata.IIOAttr#getValue(),3
javax.imageio.metadata.IIOAttr#getNodeValue(),3
javax.imageio.metadata.IIOAttr#setValue(java.lang.String),3
javax.imageio.metadata.IIOAttr#setNodeValue(java.lang.String),3
javax.imageio.metadata.IIOAttr#getOwnerElement(),3
javax.imageio.metadata.IIOAttr#setOwnerElement(org.w3c.dom.Element),3
javax.imageio.metadata.IIOAttr#isId(),3
javax.imageio.metadata.IIOAttr#getSchemaTypeInfo(),3
javax.imageio.metadata.IIOAttr#setUserData(java.lang.String java.lang.Object org.w3c.dom.UserDataHandler),5
javax.imageio.metadata.IIOAttr#getUserData(java.lang.String),3
javax.imageio.metadata.IIOAttr#getFeature(java.lang.String java.lang.String),3
javax.imageio.metadata.IIOAttr#isEqualNode(org.w3c.dom.Node),3
javax.imageio.metadata.IIOAttr#isSameNode(org.w3c.dom.Node),3
javax.imageio.metadata.IIOAttr#lookupNamespaceURI(java.lang.String),3
javax.imageio.metadata.IIOAttr#isDefaultNamespace(java.lang.String),3
javax.imageio.metadata.IIOAttr#lookupPrefix(java.lang.String),3
javax.imageio.metadata.IIOAttr#getTextContent(),3
javax.imageio.metadata.IIOAttr#setTextContent(java.lang.String),3
javax.imageio.metadata.IIOAttr#compareDocumentPosition(org.w3c.dom.Node),4
javax.imageio.metadata.IIOAttr#getBaseURI(),3
javax.imageio.metadata.IIOInvalidTreeException#getOffendingNode(),3
javax.imageio.metadata.IIOMetadata#isStandardMetadataFormatSupported(),3
javax.imageio.metadata.IIOMetadata#isReadOnly(),1
javax.imageio.metadata.IIOMetadata#getNativeMetadataFormatName(),3
javax.imageio.metadata.IIOMetadata#getExtraMetadataFormatNames(),6
javax.imageio.metadata.IIOMetadata#getMetadataFormatNames(),36
javax.imageio.metadata.IIOMetadata#getMetadataFormat(java.lang.String),73
javax.imageio.metadata.IIOMetadata#getAsTree(java.lang.String),1
javax.imageio.metadata.IIOMetadata#mergeTree(java.lang.String org.w3c.dom.Node),2
javax.imageio.metadata.IIOMetadata#getStandardChromaNode(),3
javax.imageio.metadata.IIOMetadata#getStandardCompressionNode(),3
javax.imageio.metadata.IIOMetadata#getStandardDataNode(),3
javax.imageio.metadata.IIOMetadata#getStandardDimensionNode(),3
javax.imageio.metadata.IIOMetadata#getStandardDocumentNode(),3
javax.imageio.metadata.IIOMetadata#getStandardTextNode(),3
javax.imageio.metadata.IIOMetadata#getStandardTileNode(),3
javax.imageio.metadata.IIOMetadata#getStandardTransparencyNode(),3
javax.imageio.metadata.IIOMetadata#append(javax.imageio.metadata.IIOMetadataNode javax.imageio.metadata.IIOMetadataNode),5
javax.imageio.metadata.IIOMetadata#getStandardTree(),13
javax.imageio.metadata.IIOMetadata#setFromTree(java.lang.String org.w3c.dom.Node),5
javax.imageio.metadata.IIOMetadata#reset(),1
javax.imageio.metadata.IIOMetadata#setController(javax.imageio.metadata.IIOMetadataController),3
javax.imageio.metadata.IIOMetadata#getController(),3
javax.imageio.metadata.IIOMetadata#getDefaultController(),3
javax.imageio.metadata.IIOMetadata#hasController(),3
javax.imageio.metadata.IIOMetadata#activateController(),6
javax.imageio.metadata.IIOMetadataController#activate(javax.imageio.metadata.IIOMetadata),1
javax.imageio.metadata.IIOMetadataFormat#getRootName(),1
javax.imageio.metadata.IIOMetadataFormat#canNodeAppear(java.lang.String javax.imageio.ImageTypeSpecifier),1
javax.imageio.metadata.IIOMetadataFormat#getElementMinChildren(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getElementMaxChildren(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getElementDescription(java.lang.String java.util.Locale),1
javax.imageio.metadata.IIOMetadataFormat#getChildPolicy(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getChildNames(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeNames(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeValueType(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeDataType(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#isAttributeRequired(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeDefaultValue(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeEnumerations(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeMinValue(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeMaxValue(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeListMinLength(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeListMaxLength(java.lang.String java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getAttributeDescription(java.lang.String java.lang.String java.util.Locale),2
javax.imageio.metadata.IIOMetadataFormat#getObjectValueType(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getObjectClass(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getObjectDefaultValue(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getObjectEnumerations(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getObjectMinValue(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getObjectMaxValue(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getObjectArrayMinLength(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormat#getObjectArrayMaxLength(java.lang.String),1
javax.imageio.metadata.IIOMetadataFormatImpl#setResourceBaseName(java.lang.String),6
javax.imageio.metadata.IIOMetadataFormatImpl#getResourceBaseName(),3
javax.imageio.metadata.IIOMetadataFormatImpl#getElement(java.lang.String boolean),11
javax.imageio.metadata.IIOMetadataFormatImpl#getElement(java.lang.String),3
javax.imageio.metadata.IIOMetadataFormatImpl#getAttribute(java.lang.String java.lang.String),9
javax.imageio.metadata.IIOMetadataFormatImpl#addElement(java.lang.String java.lang.String int),20
javax.imageio.metadata.IIOMetadataFormatImpl#addElement(java.lang.String java.lang.String int int),23
javax.imageio.metadata.IIOMetadataFormatImpl#addChildElement(java.lang.String java.lang.String),6
javax.imageio.metadata.IIOMetadataFormatImpl#removeElement(java.lang.String),14
javax.imageio.metadata.IIOMetadataFormatImpl#addAttribute(java.lang.String java.lang.String int boolean java.lang.String),23
javax.imageio.metadata.IIOMetadataFormatImpl#addAttribute(java.lang.String java.lang.String int boolean java.lang.String java.util.List<java.lang.String>),43
